product_key,product_id,product_category,avg_list_price,avg_discount_pct,total_units_sold,total_revenue,total_profit,return_rate,avg_rating,order_count
6468,2312,Accessories,471.83,25.0,2,707.74,688.22,0.0,2.4,1
6469,2313,Accessories,94.04,5.0,4,357.36,340.36,0.0,1.2,1
6470,2313,Home Decor,81.9,17.5,3,252.11,229.7,0.0,3.7,2
6471,2313,Sports,274.18,20.0,2,438.68,414.14,0.0,4.0,1
6472,2313,Beauty,268.71,5.0,7,1638.62,1601.16,0.0,4.1,2
6473,2314,Home Decor,76.32,10.0,3,206.07,193.94,0.0,1.7,1
6474,2314,Fashion,597.36,10.0,4,2253.58,2243.74,0.0,4.5,2
6475,2314,Sports,366.0,25.0,1,274.5,250.47,0.0,4.1,1
6476,2314,Electronics,612.07,20.0,3,1468.98,1445.21,0.0,4.8,1
6477,2314,Footwear,577.58,5.0,3,1646.1,1639.83,0.0,2.9,1
6478,2314,Beauty,247.81,10.0,4,1413.97,1379.15,0.0,2.5,2
6479,2315,Electronics,532.42,20.0,3,1277.82,1260.12,0.0,4.9,1
6480,2315,Beauty,254.12,20.0,9,1244.26,1184.07,0.0,3.27,3
6481,2315,Fashion,379.34,25.0,10,2632.84,2593.15,0.33,2.4,3
6482,2316,Accessories,316.48,15.0,6,1793.61,1749.31,0.0,3.2,2
6483,2316,Fashion,680.54,20.0,5,2722.15,2717.29,0.0,1.6,1
6484,2316,Footwear,687.72,5.0,4,2613.32,2599.5,0.0,3.8,1
6485,2316,Beauty,529.4,32.5,5,1734.35,1701.41,0.0,2.9,2
6486,2316,Sports,513.36,0.0,2,1026.72,1003.04,0.0,3.2,1
6487,2317,Home Decor,402.3,2.5,6,2471.07,2444.76,0.5,2.65,2
6488,2317,Beauty,384.32,25.0,5,1441.2,1431.82,0.0,1.0,1
6489,2317,Accessories,646.8,25.0,5,2425.5,2415.93,0.0,1.8,1
6490,2317,Sports,690.56,40.0,2,828.68,811.3,1.0,3.1,1
6491,2317,Fashion,444.93,30.0,5,1557.25,1533.46,0.0,1.9,1
6492,2318,Beauty,643.19,12.5,8,4336.27,4310.42,0.5,3.3,2
6493,2318,Sports,170.04,25.0,3,382.59,378.29,0.0,2.2,1
6494,2318,Electronics,199.2,22.5,8,1194.08,1172.75,0.0,2.7,2
6495,2318,Fashion,548.05,31.25,9,3565.19,3529.27,0.5,3.95,4
6496,2318,Accessories,245.74,5.0,4,933.8,911.0,0.0,2.1,1
6497,2318,Home Decor,472.44,12.5,6,2013.44,1976.5,0.0,3.2,2
6498,2319,Home Decor,351.33,17.5,7,1986.83,1949.62,0.0,2.15,2
6499,2319,Beauty,251.69,0.0,3,755.07,732.01,0.0,3.0,1
6500,2319,Electronics,221.76,6.67,11,1552.78,1492.94,0.0,3.27,3
6501,2320,Fashion,248.64,35.0,9,1264.63,1243.31,0.0,3.45,2
6502,2320,Electronics,660.78,22.5,2,1014.26,998.59,0.0,1.95,2
6503,2320,Home Decor,531.07,0.0,2,1062.14,1040.09,0.0,3.9,1
6504,2320,Accessories,336.61,16.67,9,3114.56,3072.39,0.33,2.17,3
6505,2321,Footwear,426.58,12.5,3,1373.15,1357.97,0.5,2.1,2
6506,2321,Sports,367.35,5.0,1,348.98,325.66,0.0,1.2,1
6507,2321,Beauty,187.92,15.0,5,798.65,793.5,0.0,2.5,1
6508,2322,Accessories,782.81,25.0,5,2935.55,2926.75,0.0,4.9,1
6509,2322,Beauty,166.52,0.0,2,333.04,326.78,0.0,2.5,1
6510,2322,Footwear,506.84,23.33,5,1710.52,1679.74,0.0,2.6,3
6511,2322,Fashion,456.32,12.5,5,2345.05,2322.67,0.0,4.35,2
6512,2323,Accessories,665.12,20.0,8,4309.36,4282.42,0.0,3.05,2
6513,2323,Footwear,363.89,35.0,6,918.52,901.65,0.0,3.9,2
6514,2323,Home Decor,577.95,20.0,9,4081.78,4060.01,0.5,1.25,2
6515,2323,Fashion,696.92,20.0,5,2787.7,2764.39,0.0,3.9,1
6516,2323,Electronics,393.8,23.33,5,1532.44,1500.14,0.0,4.23,3
6517,2323,Beauty,600.07,23.33,9,4482.15,4453.28,0.0,3.4,3
6518,2324,Accessories,592.89,5.0,4,2253.0,2248.24,0.0,2.8,1
6519,2324,Home Decor,121.6,20.0,3,291.84,274.81,1.0,3.0,1
6520,2324,Electronics,451.02,0.0,3,1353.06,1337.05,0.0,3.3,1
6521,2324,Beauty,122.26,5.0,4,464.6,447.55,0.0,3.7,1
6522,2324,Fashion,440.0,10.0,4,1584.0,1563.86,0.0,1.3,1
6523,2325,Electronics,89.49,40.0,2,107.38,104.19,0.0,1.3,1
6524,2325,Sports,514.86,25.0,5,1930.7,1920.32,0.0,2.7,1
6525,2325,Fashion,318.15,27.5,4,800.1,762.54,0.0,3.9,2
6526,2326,Footwear,28.38,40.0,8,148.69,130.97,0.0,2.9,2
6527,2326,Accessories,250.97,17.5,4,962.97,941.6,0.0,4.45,2
6528,2326,Sports,149.47,40.0,3,269.04,250.74,0.0,4.3,1
6529,2326,Home Decor,376.25,13.75,13,4074.36,4042.86,0.25,2.62,4
6530,2326,Electronics,404.99,40.0,3,728.97,717.33,0.0,3.5,1
6531,2326,Fashion,249.53,5.0,2,474.1,457.09,0.0,4.8,1
6532,2327,Accessories,497.37,15.0,8,3590.11,3553.92,0.0,2.75,2
6533,2327,Beauty,292.61,5.0,2,555.96,550.82,1.0,4.0,1
6534,2327,Fashion,692.72,22.5,5,2626.76,2591.63,0.0,3.05,2
6535,2327,Footwear,376.66,7.5,6,2726.18,2694.62,0.5,4.2,2
6536,2327,Home Decor,691.96,40.0,3,1245.54,1222.27,0.0,1.3,1
6537,2327,Sports,398.4,12.5,6,3045.22,3011.34,0.0,2.25,2
6538,2328,Fashion,458.54,0.0,4,1834.16,1824.41,0.0,4.1,1
6539,2328,Beauty,637.7,20.0,5,2550.8,2546.03,0.0,1.4,1
6540,2328,Footwear,306.68,15.0,5,1244.25,1223.31,0.0,3.6,2
6541,2329,Home Decor,653.22,22.5,6,2972.67,2948.27,0.0,2.7,2
6542,2329,Beauty,634.32,30.0,4,1776.08,1766.3,0.0,3.7,1
6543,2329,Fashion,778.89,0.0,5,3894.45,3891.24,1.0,4.1,1
6544,2329,Sports,508.0,15.0,3,1295.4,1293.04,0.0,1.4,1
6545,2329,Accessories,317.24,15.0,5,1316.79,1302.07,0.5,3.2,2
6546,2330,Fashion,113.79,10.0,6,610.41,579.12,0.0,1.55,2
6547,2330,Accessories,537.91,21.0,17,7593.59,7535.21,0.4,2.96,5
6548,2330,Electronics,269.4,3.33,6,1649.53,1615.33,0.0,3.67,3
6549,2331,Fashion,495.0,10.0,5,2227.5,2213.02,0.0,2.3,1
6550,2331,Home Decor,299.36,7.5,8,1661.95,1642.69,0.5,3.45,2
6551,2331,Sports,234.58,25.0,6,1884.05,1869.05,0.5,3.1,2
6552,2332,Accessories,233.79,15.0,11,2623.35,2569.11,0.33,2.6,3
6553,2332,Electronics,536.49,28.75,13,5388.26,5350.58,0.25,2.32,4
6554,2332,Fashion,174.82,13.33,9,1039.22,986.63,0.0,3.73,3
6555,2332,Home Decor,270.82,7.5,5,1199.0,1168.58,0.0,2.2,2
6556,2332,Footwear,197.06,7.5,9,1628.07,1604.43,0.0,3.5,2
6557,2333,Home Decor,440.83,16.25,9,3381.26,3333.63,0.25,2.85,4
6558,2333,Electronics,96.21,20.0,3,230.91,220.51,1.0,1.8,1
6559,2333,Footwear,499.61,33.33,13,4735.14,4690.6,0.33,3.43,3
6560,2333,Sports,629.36,22.5,5,2269.6,2238.87,0.0,3.2,2
6561,2333,Beauty,350.91,40.0,5,1052.75,1044.8,0.0,2.1,1
6562,2334,Beauty,70.88,5.0,2,134.68,119.52,0.0,4.0,1
6563,2334,Electronics,238.26,2.5,9,2151.11,2111.51,0.0,3.25,2
6564,2334,Fashion,77.15,30.0,2,108.0,91.96,0.0,4.0,1
6565,2334,Footwear,227.41,10.0,5,1023.35,1019.48,0.0,4.2,1
6566,2334,Home Decor,66.92,30.0,2,93.68,80.56,0.0,1.6,1
6567,2335,Electronics,619.8,23.33,9,4740.6,4700.81,0.0,3.8,3
6568,2335,Sports,295.45,18.33,11,2429.45,2385.24,0.33,2.53,3
6569,2335,Home Decor,287.6,15.0,2,488.92,465.75,1.0,2.7,1
6570,2335,Accessories,424.05,30.0,18,5253.35,5214.94,0.25,3.1,4
6571,2336,Beauty,302.95,5.0,8,1836.72,1804.26,0.0,2.35,2
6572,2336,Fashion,544.03,18.33,12,5235.86,5198.12,0.0,2.97,3
6573,2336,Home Decor,160.14,10.0,5,720.65,711.96,0.0,1.4,1
6574,2337,Home Decor,334.92,40.0,4,803.8,786.23,0.0,3.6,1
6575,2337,Accessories,116.18,10.0,4,418.24,402.0,0.0,2.9,1
6576,2337,Electronics,27.54,20.0,1,22.03,7.6,0.0,4.6,1
6577,2337,Sports,612.78,32.5,6,2065.65,2044.12,0.0,3.45,2
6578,2337,Footwear,148.11,30.0,1,103.68,100.26,0.0,3.6,1
6579,2337,Beauty,138.05,20.0,4,441.76,435.38,0.0,1.9,1
6580,2337,Fashion,26.79,25.0,5,100.45,75.78,0.0,4.4,1
6581,2338,Sports,139.47,17.5,7,637.23,617.64,0.0,2.55,2
6582,2338,Electronics,490.91,11.67,11,5224.67,5171.74,0.0,4.23,3
6583,2338,Home Decor,283.41,32.5,14,3203.05,3137.65,0.0,2.12,4
6584,2338,Accessories,420.43,32.5,6,1098.72,1063.63,0.5,3.2,2
6585,2339,Accessories,34.74,10.0,4,125.08,107.04,0.0,1.1,1
6586,2339,Beauty,639.38,0.0,9,5858.0,5816.72,0.5,2.75,2
6587,2339,Footwear,566.48,25.0,5,2124.3,2121.77,0.0,2.7,1
6588,2339,Fashion,593.12,17.5,6,2977.68,2970.3,0.0,2.15,2
6589,2339,Electronics,320.9,15.0,9,1799.33,1777.02,0.0,3.6,3
6590,2339,Home Decor,200.77,10.0,1,180.69,160.97,0.0,2.4,1
6591,2340,Accessories,547.43,17.5,8,3483.96,3465.39,0.0,2.75,2
6592,2340,Home Decor,476.18,25.0,2,714.28,694.03,0.0,1.3,1
6593,2340,Footwear,631.47,30.0,5,2210.15,2192.89,0.0,4.4,1
6594,2340,Sports,396.56,17.5,6,2371.45,2331.95,0.0,2.65,2
6595,2341,Sports,784.75,15.0,1,667.04,643.09,0.0,1.5,1
6596,2341,Accessories,527.52,25.0,17,6595.2,6546.95,0.0,2.95,4
6597,2341,Fashion,545.95,0.0,3,1637.85,1633.09,0.0,3.7,1
6598,2341,Electronics,714.43,40.0,4,1714.64,1710.07,0.0,4.1,1
6599,2341,Beauty,706.01,30.0,4,1976.84,1967.71,0.0,3.4,1
6600,2341,Home Decor,461.08,30.0,2,645.52,639.49,0.0,3.0,1
6601,2342,Footwear,535.64,15.0,10,3351.32,3307.51,0.0,2.57,3
6602,2342,Beauty,406.63,0.0,2,813.26,798.74,0.0,1.4,1
6603,2342,Sports,368.81,23.33,6,1516.66,1494.99,0.33,3.07,3
6604,2342,Electronics,530.68,20.0,5,2122.7,2107.32,0.0,3.3,1
6605,2342,Fashion,8.34,15.0,4,28.36,25.66,0.0,4.6,1
6606,2342,Accessories,760.4,20.0,6,4417.65,4387.84,0.0,4.4,2
6607,2343,Beauty,369.37,5.0,2,701.8,681.33,0.0,4.7,1
6608,2343,Footwear,532.45,5.0,2,1011.66,1004.92,0.0,1.4,1
6609,2343,Accessories,440.65,0.0,1,440.65,426.99,0.0,1.8,1
6610,2343,Electronics,370.16,40.0,3,666.3,643.78,0.0,2.1,1
6611,2344,Electronics,559.61,15.0,4,1902.68,1899.92,0.0,1.2,1
6612,2344,Footwear,638.09,25.0,5,2392.85,2369.34,0.0,1.6,1
6613,2344,Beauty,584.27,10.0,1,525.84,516.61,0.0,1.4,1
6614,2344,Sports,185.78,15.0,3,473.73,450.36,0.0,4.6,1
6615,2345,Home Decor,11.23,25.0,2,16.84,14.31,0.0,1.5,1
6616,2345,Fashion,16.12,30.0,1,11.28,-8.05,0.0,2.5,1
6617,2345,Electronics,376.13,25.0,6,2178.51,2121.15,0.0,3.27,3
6618,2345,Beauty,332.13,12.5,5,1466.47,1433.12,0.0,1.75,2
6619,2346,Accessories,100.76,40.0,5,302.3,287.03,0.0,3.2,1
6620,2346,Beauty,637.77,5.0,4,2423.52,2400.74,0.0,2.3,1
6621,2346,Footwear,355.28,32.5,7,2306.81,2269.59,0.5,1.95,2
6622,2346,Electronics,486.38,20.0,5,1977.88,1954.41,0.0,3.1,2
6623,2347,Sports,206.6,30.0,5,723.1,700.13,0.0,2.1,1
6624,2347,Footwear,140.05,20.0,2,224.08,203.53,0.0,2.5,1
6625,2347,Beauty,575.93,17.5,10,3771.06,3729.86,0.0,3.82,4
6626,2347,Fashion,270.1,13.33,7,1559.51,1495.04,0.33,4.37,3
6627,2348,Beauty,218.59,21.67,10,1880.71,1866.46,0.0,3.23,3
6628,2348,Electronics,535.09,11.67,7,3106.36,3064.36,0.33,2.3,3
6629,2348,Sports,307.27,23.75,15,3894.73,3846.91,0.0,2.6,4
6630,2348,Footwear,379.65,30.0,5,1328.8,1323.65,0.0,2.3,1
6631,2348,Accessories,417.58,35.0,11,2684.6,2647.38,0.0,3.1,3
6632,2349,Fashion,453.16,16.67,14,5245.34,5206.78,0.0,2.1,3
6633,2349,Accessories,349.87,25.0,3,787.2,782.33,0.0,3.1,1
6634,2349,Sports,172.79,17.5,13,1810.8,1752.26,0.0,3.18,4
6635,2349,Home Decor,572.44,10.0,6,2851.39,2825.23,0.5,2.65,2
6636,2349,Footwear,498.23,26.67,9,3787.2,3747.81,0.0,2.77,3
6637,2350,Fashion,602.56,30.0,4,1687.16,1682.73,0.0,2.6,1
6638,2350,Footwear,611.72,10.0,3,1651.65,1641.95,0.0,4.9,1
6639,2350,Home Decor,308.01,31.25,7,1613.94,1587.68,0.0,2.25,4
6640,2350,Beauty,316.89,27.5,8,1797.36,1764.63,0.0,3.5,2
6641,2350,Sports,620.5,10.0,5,2792.25,2788.6,0.0,3.6,1
6642,2351,Beauty,514.5,30.0,10,3601.5,3580.26,0.0,3.8,2
6643,2351,Fashion,491.69,0.0,3,1475.07,1469.63,0.0,2.1,1
6644,2351,Home Decor,490.04,5.0,10,4529.65,4516.2,0.0,2.25,2
6645,2351,Electronics,185.06,15.0,5,786.5,783.17,0.0,1.2,1
6646,2351,Sports,394.3,23.33,9,2282.32,2245.83,0.67,3.2,3
6647,2351,Footwear,85.11,0.0,4,340.44,318.1,0.0,1.3,1
6648,2352,Fashion,604.04,10.0,2,1087.28,1065.54,1.0,4.0,1
6649,2352,Accessories,487.69,10.0,4,1242.16,1218.81,0.0,4.95,2
6650,2352,Beauty,181.88,0.0,5,649.57,640.0,0.0,4.65,2
6651,2352,Home Decor,512.9,20.0,4,1641.28,1624.38,0.0,2.9,1
6652,2352,Electronics,772.54,5.0,8,5985.27,5943.99,0.5,2.75,2
6653,2352,Sports,304.09,25.0,9,1729.52,1706.41,0.0,3.45,2
6654,2352,Footwear,396.67,0.0,3,1190.01,1172.74,0.0,1.4,1
6655,2353,Footwear,747.08,30.0,3,1568.88,1557.9,1.0,1.4,1
6656,2353,Beauty,137.78,22.5,5,499.13,471.56,0.0,1.3,2
6657,2353,Fashion,569.0,30.0,2,796.6,773.1,0.0,4.4,1
6658,2353,Accessories,373.38,13.33,12,3737.34,3700.02,0.33,2.7,3
6659,2354,Electronics,282.03,5.0,5,1339.65,1323.54,0.0,2.5,1
6660,2354,Fashion,170.88,7.5,7,1442.19,1421.9,0.0,1.65,2
6661,2354,Home Decor,710.66,30.0,4,1989.84,1971.5,0.0,1.6,1
6662,2355,Accessories,542.01,10.0,3,1463.43,1452.75,0.0,2.8,1
6663,2355,Beauty,483.99,20.0,6,2192.51,2178.59,0.5,3.35,2
6664,2355,Footwear,368.32,32.5,9,1835.52,1793.54,0.0,2.35,2
6665,2355,Electronics,500.16,0.0,2,1000.33,965.7,0.5,3.2,2
6666,2355,Sports,202.65,10.0,6,1121.3,1060.05,0.0,3.33,3
6667,2355,Home Decor,384.24,20.0,4,1229.56,1215.58,0.0,2.6,1
6668,2356,Accessories,350.1,13.33,9,3150.49,3131.56,0.0,3.0,3
6669,2356,Beauty,8.4,25.0,1,6.3,-18.02,0.0,2.8,1
6670,2356,Electronics,248.9,5.0,1,236.46,215.09,0.0,2.4,1
6671,2356,Sports,389.09,20.0,5,1556.35,1531.68,1.0,3.6,1
6672,2356,Home Decor,425.9,26.0,12,3907.61,3847.79,0.4,3.92,5
6673,2356,Footwear,418.44,27.5,7,1541.56,1514.94,0.5,3.1,2
6674,2356,Fashion,293.38,20.0,2,490.74,471.09,0.5,3.85,2
6675,2357,Sports,340.67,6.67,7,3306.69,3261.99,0.0,2.17,3
6676,2357,Accessories,394.18,40.0,5,1182.55,1170.19,1.0,1.2,1
6677,2357,Electronics,325.85,25.0,3,733.17,729.99,0.0,2.7,1
6678,2358,Fashion,116.01,0.0,2,232.02,224.19,0.0,1.4,1
6679,2358,Beauty,79.27,15.0,3,202.14,179.7,0.0,2.7,1
6680,2358,Sports,449.4,5.0,3,1089.29,1067.4,0.0,1.9,2
6681,2358,Home Decor,208.53,40.0,3,375.36,364.97,0.0,3.1,1
6682,2359,Beauty,428.09,20.0,1,342.47,334.51,0.0,1.9,1
6683,2359,Accessories,431.66,18.33,8,3651.88,3609.47,0.0,2.67,3
6684,2359,Footwear,456.68,30.0,8,2744.98,2729.07,0.0,3.83,3
6685,2359,Fashion,707.98,20.0,2,1132.76,1118.48,0.0,3.1,1
6686,2359,Home Decor,428.42,35.0,2,593.67,550.74,0.0,3.05,2
6687,2360,Home Decor,317.52,27.5,5,810.25,782.68,0.0,3.9,2
6688,2360,Accessories,137.54,30.0,5,481.4,463.39,0.0,4.7,1
6689,2360,Beauty,52.28,20.0,3,125.46,121.94,1.0,1.2,1
6690,2360,Electronics,146.92,40.0,3,264.45,257.6,0.0,3.3,1
6691,2360,Sports,244.06,26.67,6,929.9,889.14,0.0,2.57,3
6692,2360,Footwear,703.85,20.0,3,1689.24,1672.37,0.0,2.4,1
6693,2361,Home Decor,395.02,20.0,4,1032.2,977.79,0.33,4.23,3
6694,2361,Accessories,389.34,25.0,5,1460.0,1435.16,1.0,3.7,1
6695,2361,Sports,297.12,20.0,7,1595.62,1558.49,0.0,2.2,2
6696,2362,Electronics,556.33,10.0,4,2002.8,1985.73,0.0,2.2,1
6697,2362,Fashion,679.33,10.0,5,3057.0,3052.28,1.0,3.4,1
6698,2362,Beauty,436.44,20.0,4,906.41,885.51,0.0,3.8,2
6699,2362,Accessories,654.17,0.0,5,3270.85,3265.76,0.0,3.0,1
6700,2362,Home Decor,27.55,0.0,1,27.55,17.01,1.0,1.5,1
6701,2362,Footwear,544.61,15.0,1,462.92,451.81,0.0,4.9,1
6702,2363,Home Decor,184.67,0.0,2,369.34,348.27,0.0,4.3,1
6703,2363,Sports,593.16,15.0,4,2016.76,1993.98,0.0,4.6,1
6704,2363,Footwear,307.34,30.0,4,860.56,856.89,0.0,2.2,1
6705,2363,Fashion,288.61,5.0,1,274.18,264.8,1.0,4.1,1
6706,2363,Beauty,293.76,40.0,2,352.52,330.02,1.0,1.2,1
6707,2363,Accessories,570.98,20.0,5,2283.9,2268.07,0.0,3.5,1
6708,2364,Sports,508.11,17.5,8,4215.45,4184.08,0.0,2.85,2
6709,2364,Home Decor,613.61,11.67,4,2225.16,2180.8,0.33,3.83,3
6710,2364,Footwear,734.1,40.0,2,880.92,867.35,1.0,3.7,1
6711,2364,Fashion,647.74,22.5,5,2551.66,2515.4,0.0,2.0,2
6712,2365,Electronics,288.7,21.67,6,1418.7,1363.91,0.33,3.33,3
6713,2365,Footwear,120.15,10.0,4,432.56,426.67,0.0,4.3,1
6714,2365,Beauty,588.38,15.0,3,1500.36,1479.34,1.0,3.9,1
6715,2365,Accessories,691.53,30.0,5,2420.35,2413.57,0.0,3.9,1
6716,2365,Sports,697.57,5.0,2,1325.38,1306.86,0.0,1.3,1
6717,2365,Home Decor,484.46,25.0,4,1453.36,1437.55,0.0,4.4,1
6718,2366,Beauty,375.33,12.5,8,2377.14,2370.91,0.5,2.65,2
6719,2366,Sports,294.0,15.0,1,249.9,237.24,0.0,3.1,1
6720,2366,Home Decor,368.45,16.67,6,2753.21,2691.66,0.33,2.47,3
6721,2366,Fashion,301.08,30.0,7,1059.23,1045.64,0.0,2.4,2
6722,2366,Accessories,384.23,26.67,11,2780.23,2742.02,0.0,2.13,3
6723,2367,Home Decor,704.71,20.0,4,2255.08,2239.34,0.0,1.7,1
6724,2367,Sports,21.6,40.0,2,25.92,20.88,1.0,4.4,1
6725,2367,Electronics,533.59,5.0,5,2534.55,2522.8,0.0,1.9,1
6726,2367,Footwear,595.79,30.0,3,1251.15,1227.02,0.0,2.7,1
6727,2367,Fashion,524.52,10.0,3,1416.21,1397.63,1.0,4.4,1
6728,2368,Footwear,153.91,15.0,2,261.64,258.24,0.0,4.0,1
6729,2368,Home Decor,336.89,23.33,9,1757.47,1710.21,0.33,3.57,3
6730,2368,Accessories,66.6,15.0,1,56.61,33.62,1.0,2.1,1
6731,2368,Beauty,318.13,22.5,10,2953.7,2913.25,0.5,4.15,2
6732,2369,Beauty,292.53,20.0,1,234.02,229.54,0.0,1.6,1
6733,2369,Accessories,153.72,0.0,2,307.44,288.61,1.0,3.3,1
6734,2370,Sports,333.66,17.5,5,1257.74,1237.3,0.0,2.95,2
6735,2370,Home Decor,85.18,40.0,5,255.55,243.97,0.0,1.9,1
6736,2370,Accessories,404.71,32.5,6,1645.32,1612.71,0.0,4.0,2
6737,2370,Beauty,629.79,40.0,5,1889.35,1872.08,0.0,4.9,1
6738,2370,Footwear,351.84,20.0,1,281.47,262.72,0.0,2.6,1
6739,2370,Electronics,306.8,11.25,12,2699.67,2641.09,0.25,2.1,4
6740,2371,Fashion,205.62,40.0,2,246.74,233.98,0.0,4.3,1
6741,2371,Electronics,251.52,32.5,3,456.14,442.7,0.0,2.1,2
6742,2371,Accessories,379.99,11.67,6,1601.79,1562.11,0.33,3.17,3
6743,2372,Beauty,46.67,15.0,7,269.7,252.52,0.0,3.05,2
6744,2372,Accessories,316.1,12.5,6,985.91,960.78,0.0,3.9,2
6745,2372,Home Decor,501.28,7.5,6,3657.39,3626.4,0.0,3.65,2
6746,2372,Footwear,480.16,31.25,13,4223.65,4152.06,0.0,4.0,4
6747,2372,Electronics,449.75,30.0,2,629.64,610.53,0.0,3.7,1
6748,2373,Beauty,424.17,40.0,3,763.5,754.86,0.0,1.9,1
6749,2373,Accessories,610.9,20.0,4,1954.88,1934.41,0.0,1.7,1
6750,2373,Sports,39.62,7.5,8,340.97,326.41,0.5,2.95,2
6751,2373,Home Decor,427.0,23.33,4,1073.46,1028.28,0.0,2.9,3
6752,2373,Electronics,436.14,12.5,8,2710.6,2687.35,0.5,3.75,2
6753,2373,Fashion,187.38,10.0,4,648.13,623.32,0.5,2.45,2
6754,2374,Home Decor,419.68,30.0,1,293.78,286.3,0.0,1.9,1
6755,2374,Footwear,403.22,13.33,5,2004.75,1975.8,0.0,2.23,3
6756,2374,Fashion,120.09,20.0,2,192.14,187.29,0.0,2.8,1
6757,2374,Electronics,245.46,5.0,4,693.49,678.33,0.0,1.85,2
6758,2375,Footwear,377.01,10.0,1,339.31,319.43,0.0,1.6,1
6759,2375,Fashion,361.06,25.0,4,1083.2,1081.17,0.0,3.1,1
6760,2375,Electronics,156.45,17.5,8,1014.27,983.74,0.0,2.05,2
6761,2375,Accessories,490.74,26.67,9,3133.43,3102.78,0.0,3.13,3
6762,2376,Accessories,565.18,15.0,4,1921.6,1898.04,0.0,3.4,1
6763,2376,Beauty,567.61,5.0,5,2696.15,2678.69,0.0,3.3,1
6764,2376,Footwear,452.59,25.0,4,1357.76,1350.65,0.0,2.5,1
6765,2376,Electronics,270.68,13.33,14,3484.29,3448.07,0.0,4.07,3
6766,2376,Home Decor,104.77,22.5,3,281.45,250.07,0.0,1.85,2
6767,2376,Sports,727.46,15.0,3,1879.0,1855.07,0.5,3.4,2
6768,2377,Footwear,115.49,17.5,6,547.32,527.37,0.0,2.7,2
6769,2377,Fashion,465.49,15.0,2,791.34,781.25,0.0,4.2,1
6770,2377,Accessories,479.45,7.5,4,1220.01,1182.93,0.0,2.35,2
6771,2378,Home Decor,145.2,22.5,4,782.9,742.86,1.0,1.75,2
6772,2378,Sports,782.41,15.0,1,665.05,640.37,0.0,1.5,1
6773,2378,Electronics,703.08,15.0,3,1792.86,1788.8,1.0,4.5,1
6774,2378,Footwear,698.7,17.5,6,3460.48,3431.17,0.5,3.25,2
6775,2379,Beauty,724.15,20.0,5,2896.6,2891.82,0.0,4.2,1
6776,2379,Footwear,254.55,16.67,10,1780.55,1738.65,0.33,4.23,3
6777,2380,Fashion,240.05,22.5,7,1596.15,1560.24,0.0,1.85,2
6778,2380,Sports,257.96,30.0,4,722.28,708.13,0.0,1.1,1
6779,2380,Footwear,414.12,26.67,7,2686.07,2651.12,0.0,2.2,3
6780,2380,Electronics,354.07,15.0,11,3397.29,3325.49,0.0,3.38,4
6781,2380,Home Decor,408.28,10.0,1,367.45,344.93,0.0,1.8,1
6782,2380,Beauty,393.76,23.33,10,2687.07,2630.32,0.0,4.03,3
6783,2381,Beauty,90.98,30.0,3,191.07,166.3,0.0,2.2,1
6784,2381,Sports,758.27,10.0,1,682.44,675.25,0.0,1.8,1
6785,2381,Accessories,366.76,16.67,8,2224.06,2171.59,0.0,3.27,3
6786,2382,Footwear,229.08,15.0,7,1659.97,1620.83,0.0,2.4,2
6787,2382,Fashion,80.33,20.0,4,257.04,248.37,0.0,2.9,1
6788,2382,Beauty,436.71,0.0,5,2183.55,2160.16,0.0,2.1,1
6789,2382,Accessories,336.74,12.5,7,2091.88,2024.7,0.0,3.2,4
6790,2383,Beauty,142.11,0.0,3,426.33,416.45,0.0,4.4,1
6791,2383,Accessories,526.09,15.0,5,2235.9,2229.7,0.0,3.1,1
6792,2383,Footwear,474.64,20.0,6,2488.98,2454.04,0.0,3.7,2
6793,2383,Sports,134.55,40.0,3,242.19,224.65,0.0,4.5,1
6794,2383,Fashion,62.1,30.0,3,130.41,127.51,0.0,3.6,1
6795,2383,Electronics,491.88,40.0,8,2045.45,2016.35,0.0,2.5,2
6796,2384,Electronics,403.34,0.0,10,4033.4,3986.0,0.5,4.15,2
6797,2384,Fashion,542.28,12.5,6,2501.44,2485.94,0.0,2.95,2
6798,2384,Accessories,727.76,0.0,1,727.76,709.15,0.0,3.2,1
6799,2384,Footwear,303.33,0.0,4,1213.32,1202.0,0.0,1.6,1
6800,2384,Beauty,168.63,10.0,3,455.31,438.17,0.0,2.6,1
6801,2384,Home Decor,178.1,12.5,5,756.54,724.71,0.0,3.05,2
6802,2384,Sports,676.74,15.0,1,575.23,570.4,0.0,3.8,1
6803,2385,Electronics,12.49,0.0,5,62.45,41.34,0.0,3.4,1
6804,2385,Accessories,454.89,28.33,8,2725.13,2688.58,0.33,4.17,3
6805,2385,Beauty,571.0,17.5,5,2294.13,2259.54,0.0,2.2,2
6806,2385,Fashion,438.14,2.5,2,840.65,797.79,0.0,2.9,2
6807,2386,Electronics,369.9,0.0,3,1109.7,1094.05,0.0,3.6,1
6808,2386,Sports,595.88,10.0,6,3217.74,3182.81,0.0,2.6,2
6809,2386,Beauty,15.32,0.0,4,61.28,55.93,0.0,3.5,1
6810,2386,Footwear,371.69,10.0,6,1862.08,1841.09,0.0,3.65,2
6811,2386,Accessories,81.76,15.0,3,208.5,191.19,0.0,4.9,1
6812,2386,Home Decor,454.35,5.0,6,3480.62,3453.72,0.5,4.35,2
6813,2387,Beauty,709.61,5.0,2,1348.26,1324.13,0.0,3.3,1
