customer_key,customer_id,customer_country,first_order_date,last_order_date,total_orders,total_revenue,total_profit,avg_rating,avg_order_value,is_repeat_customer,customer_lifespan_days
5179,16627,Australia,2023-04-11,2025-02-24,2,596.85,551.93,2.55,298.42,True,685
5180,16628,UK,2024-08-07,2025-05-15,3,2410.59,2379.91,3.3666666666666667,803.53,True,281
5181,16629,UK,2024-11-23,2024-12-02,2,1345.56,1307.68,3.45,672.78,True,9
5182,16630,UK,2023-12-26,2023-12-26,1,225.07,204.49,2.2,225.07,False,0
5183,16631,UK,2023-02-19,2023-06-13,2,1224.34,1208.52,3.8,612.17,True,114
5184,16632,Canada,2024-03-18,2024-06-06,2,545.25,534.52,2.6,272.62,True,80
5185,16633,Canada,2024-07-25,2024-07-25,1,2474.45,2468.94,1.6,2474.45,False,0
5186,16634,India,2024-01-26,2024-04-12,2,1205.61,1181.35,3.05,602.81,True,77
5187,16635,UK,2024-10-14,2024-10-14,1,3361.45,3354.14,4.8,3361.45,False,0
5188,16636,USA,2023-06-24,2025-02-21,4,5541.74,5491.37,3.225,1385.44,True,608
5189,16637,Australia,2024-12-29,2024-12-29,1,474.05,460.29,2.2,474.05,False,0
5190,16638,USA,2023-01-15,2023-01-15,1,1387.5,1372.76,3.5,1387.5,False,0
5191,16641,Canada,2024-02-17,2024-06-08,2,1564.4,1559.59,3.85,782.2,True,112
5192,16642,UK,2023-01-31,2023-05-10,3,4374.82,4343.05,4.033333333333333,1458.27,True,99
5193,16643,Australia,2024-03-17,2024-08-07,2,1979.81,1950.77,4.25,989.9,True,143
5194,16644,Canada,2023-10-31,2023-10-31,1,1957.68,1949.36,3.1,1957.68,False,0
5195,16646,UAE,2023-04-24,2023-10-16,2,1076.46,1056.13,2.5,538.23,True,175
5196,16647,Australia,2023-02-02,2024-10-22,3,4049.47,4003.68,2.766666666666667,1349.82,True,628
5197,16648,Australia,2023-07-03,2024-05-22,2,664.57,643.04,4.300000000000001,332.28,True,324
5198,16649,Germany,2024-03-10,2024-03-10,1,471.67,449.67,1.7,471.67,False,0
5199,16651,USA,2023-08-18,2025-03-23,2,3046.65,3008.47,4.25,1523.32,True,583
5200,16652,Germany,2024-01-07,2024-01-07,1,1317.72,1308.95,3.3,1317.72,False,0
5201,16653,Germany,2023-03-11,2025-04-27,2,2910.82,2890.77,3.15,1455.41,True,778
5202,16654,UAE,2024-09-27,2025-01-31,2,1412.58,1395.64,3.8,706.29,True,126
5203,16655,Canada,2023-09-09,2025-05-07,3,2921.08,2873.14,2.8666666666666667,973.69,True,606
5204,16656,UK,2025-01-09,2025-03-06,2,3330.71,3319.12,3.0999999999999996,1665.36,True,56
5205,16657,UAE,2023-01-10,2023-01-10,1,697.77,684.48,3.0,697.77,False,0
5206,16658,Australia,2023-04-07,2023-04-07,1,1406.12,1391.11,1.2,1406.12,False,0
5207,16659,UK,2025-05-05,2025-05-05,1,2061.81,2048.42,3.2,2061.81,False,0
5208,16660,Australia,2024-08-09,2024-08-09,1,1022.7,1001.85,2.8,1022.7,False,0
5209,16662,Germany,2023-09-12,2023-09-12,1,1428.06,1418.56,4.6,1428.06,False,0
5210,16663,UK,2025-05-11,2025-05-11,1,586.94,570.75,4.3,586.94,False,0
5211,16665,Canada,2023-02-17,2024-12-22,2,1645.46,1630.33,3.0,822.73,True,674
5212,16666,India,2024-02-24,2024-02-24,1,1409.5,1386.02,3.9,1409.5,False,0
5213,16668,UAE,2024-06-17,2024-06-17,1,249.96,244.58,4.3,249.96,False,0
5214,16669,India,2023-08-06,2025-02-23,2,244.25,215.38,3.05,122.12,True,567
5215,16670,India,2025-02-08,2025-04-01,2,1522.87,1498.46,4.3,761.44,True,52
5216,16671,India,2023-06-29,2023-06-29,1,732.39,729.36,1.9,732.39,False,0
5217,16672,Germany,2023-04-17,2023-04-17,1,2485.95,2470.95,3.0,2485.95,False,0
5218,16673,USA,2025-01-07,2025-01-07,1,1836.33,1828.25,1.0,1836.33,False,0
5219,16674,Canada,2024-03-15,2024-03-15,1,380.16,358.93,2.3,380.16,False,0
5220,16675,UK,2023-10-18,2025-01-20,3,5949.18,5896.76,2.1666666666666665,1983.06,True,460
5221,16676,India,2023-11-07,2023-11-07,1,985.26,973.28,3.3,985.26,False,0
5222,16677,Canada,2023-06-01,2025-05-04,3,3434.29,3372.01,4.233333333333333,1144.76,True,703
5223,16679,USA,2023-03-06,2025-01-11,5,4900.97,4831.95,2.94,980.19,True,677
5224,16680,Canada,2023-06-12,2025-04-06,4,3199.84,3148.78,3.8,799.96,True,664
5225,16681,Australia,2023-01-24,2023-01-24,1,1213.96,1204.81,3.4,1213.96,False,0
5226,16682,Australia,2023-10-28,2023-10-28,1,443.82,438.51,4.0,443.82,False,0
5227,16684,UAE,2023-07-29,2023-07-29,1,534.56,514.03,1.2,534.56,False,0
5228,16685,UAE,2023-01-18,2025-06-16,3,8099.62,8067.79,3.5,2699.87,True,880
5229,16686,UK,2024-09-24,2024-09-24,1,804.35,788.66,2.9,804.35,False,0
5230,16687,UK,2023-05-04,2025-05-21,4,2273.26,2217.37,3.75,568.31,True,748
5231,16688,Australia,2023-03-19,2023-03-19,1,2006.95,1990.25,1.4,2006.95,False,0
5232,16689,Australia,2023-06-28,2023-06-28,1,1656.15,1634.24,2.9,1656.15,False,0
5233,16690,Canada,2023-06-14,2024-10-09,4,3965.34,3918.91,3.075,991.34,True,483
5234,16692,India,2024-11-15,2024-11-15,1,2820.36,2814.05,3.2,2820.36,False,0
5235,16694,USA,2023-04-06,2023-04-06,1,621.69,605.78,1.2,621.69,False,0
5236,16696,UK,2023-10-20,2024-02-27,2,2801.12,2794.87,2.6999999999999997,1400.56,True,130
5237,16697,Canada,2023-09-12,2023-09-12,1,40.77,32.65,2.0,40.77,False,0
5238,16698,UK,2023-04-21,2023-04-21,1,227.27,206.88,3.3,227.27,False,0
5239,16699,UK,2023-01-03,2024-11-09,3,1993.88,1953.02,3.4000000000000004,664.63,True,676
5240,16701,Germany,2023-09-12,2023-12-01,2,773.43,759.47,1.7000000000000002,386.72,True,80
5241,16702,UAE,2023-06-11,2023-06-11,1,78.85,55.54,3.4,78.85,False,0
5242,16703,India,2023-03-06,2024-10-11,4,7507.11,7432.06,2.475,1876.78,True,585
5243,16705,UK,2024-01-13,2024-11-20,3,2349.61,2304.08,3.8000000000000003,783.2,True,312
5244,16706,Australia,2023-07-06,2023-07-08,2,1639.52,1625.85,1.95,819.76,True,2
5245,16707,UK,2024-02-15,2025-04-28,3,2079.92,2032.1,2.1333333333333333,693.31,True,438
5246,16710,India,2025-03-13,2025-03-13,1,1295.68,1286.5,3.8,1295.68,False,0
5247,16711,Australia,2023-02-02,2025-04-22,4,6301.29,6235.13,2.825,1575.32,True,810
5248,16712,UK,2025-02-25,2025-06-08,2,1928.48,1916.01,2.0,964.24,True,103
5249,16713,Australia,2023-12-24,2024-12-22,3,1876.32,1831.14,2.433333333333333,625.44,True,364
5250,16714,UK,2024-08-17,2024-08-17,1,333.43,320.32,4.5,333.43,False,0
5251,16715,UAE,2023-10-26,2023-10-26,1,543.3,530.84,4.2,543.3,False,0
5252,16718,India,2025-01-28,2025-01-28,1,1125.3,1115.47,4.9,1125.3,False,0
5253,16719,Australia,2023-01-28,2023-09-13,2,3091.6,3064.35,2.05,1545.8,True,228
5254,16720,India,2023-03-17,2025-04-17,2,1404.38,1371.27,4.6,702.19,True,762
5255,16721,UAE,2023-12-30,2024-11-04,2,2652.96,2605.97,2.65,1326.48,True,310
5256,16722,Germany,2024-04-22,2024-08-03,3,2048.33,2012.93,3.3333333333333335,682.78,True,103
5257,16723,Canada,2023-08-10,2024-08-10,4,5174.49,5114.54,3.15,1293.62,True,366
5258,16724,UAE,2023-08-20,2024-10-28,2,1620.64,1588.45,3.35,810.32,True,435
5259,16725,India,2024-03-09,2024-06-15,2,2482.82,2457.66,2.2,1241.41,True,98
5260,16726,Germany,2024-05-01,2024-05-01,1,115.64,99.4,2.5,115.64,False,0
5261,16727,Germany,2024-06-08,2025-02-09,3,2782.49,2733.66,4.0,927.5,True,246
5262,16731,USA,2023-03-02,2025-05-27,3,1705.54,1674.49,1.9000000000000001,568.51,True,817
5263,16732,Germany,2023-07-28,2023-07-28,1,154.37,148.95,2.0,154.37,False,0
5264,16733,Australia,2024-07-22,2024-07-22,1,1414.29,1400.88,2.2,1414.29,False,0
5265,16734,Germany,2023-11-07,2023-11-07,1,1507.35,1488.58,1.6,1507.35,False,0
5266,16735,Australia,2023-03-19,2023-10-30,2,2058.45,2037.0,4.05,1029.22,True,225
5267,16736,Germany,2024-01-10,2025-04-10,3,2949.24,2910.67,2.6666666666666665,983.08,True,456
5268,16737,Germany,2023-12-21,2023-12-21,1,1130.08,1117.82,4.4,1130.08,False,0
5269,16739,UAE,2023-06-08,2024-07-16,2,1979.47,1934.05,3.45,989.74,True,404
5270,16740,Australia,2023-01-02,2024-04-18,4,2458.46,2416.94,2.4250000000000003,614.62,True,472
5271,16741,Germany,2024-01-03,2024-01-03,1,485.62,461.37,3.7,485.62,False,0
5272,16742,USA,2023-12-19,2023-12-19,1,2133.81,2127.75,4.5,2133.81,False,0
5273,16744,UK,2023-01-03,2023-06-26,3,4492.93,4448.28,3.3666666666666667,1497.64,True,174
5274,16745,UK,2023-01-12,2025-03-28,4,6400.68,6323.23,2.725,1600.17,True,806
5275,16746,India,2023-11-20,2024-07-28,2,1522.32,1498.04,3.3499999999999996,761.16,True,251
5276,16747,UAE,2023-04-10,2024-10-21,4,6538.7,6492.77,2.875,1634.68,True,560
5277,16749,USA,2023-07-23,2025-05-28,3,1876.09,1843.59,2.233333333333333,625.36,True,675
5278,16750,Australia,2023-04-27,2023-08-11,2,600.15,578.07,4.65,300.08,True,106
5279,16751,UK,2023-06-26,2023-06-26,1,1466.7,1453.82,1.9,1466.7,False,0
5280,16752,Australia,2024-03-21,2024-03-21,1,1623.63,1610.76,2.4,1623.63,False,0
5281,16753,Australia,2023-09-02,2024-07-14,2,1349.63,1330.9,1.85,674.82,True,316
5282,16754,UAE,2023-02-01,2024-12-06,3,822.81,788.92,3.8000000000000003,274.27,True,674
5283,16758,USA,2023-05-24,2024-05-03,4,2716.6,2658.63,4.225,679.15,True,345
5284,16759,UK,2023-01-24,2023-01-24,1,1571.61,1553.91,2.6,1571.61,False,0
5285,16761,UAE,2024-06-07,2024-11-23,3,1540.67,1497.65,2.766666666666667,513.56,True,169
5286,16762,India,2023-04-19,2024-08-21,3,1293.56,1266.08,3.0,431.19,True,490
5287,16764,UAE,2024-10-24,2024-10-24,1,695.8,673.93,1.4,695.8,False,0
5288,16765,UAE,2025-03-10,2025-03-10,1,34.84,28.99,2.2,34.84,False,0
5289,16766,USA,2023-09-23,2024-10-28,2,651.75,614.83,3.5,325.88,True,401
5290,16768,UK,2025-01-03,2025-06-17,2,2934.05,2894.07,3.05,1467.02,True,165
5291,16769,USA,2023-06-03,2023-12-25,2,3072.71,3049.84,1.9,1536.36,True,205
5292,16771,Germany,2024-04-03,2024-04-03,1,402.15,399.8,2.8,402.15,False,0
5293,16772,UK,2023-03-14,2023-03-14,1,577.48,553.19,4.5,577.48,False,0
5294,16774,Canada,2023-04-05,2024-04-14,3,1826.31,1796.52,2.733333333333333,608.77,True,375
5295,16775,Australia,2024-10-29,2024-10-29,1,415.4,404.15,3.1,415.4,False,0
5296,16776,India,2023-05-01,2024-09-06,3,3613.12,3568.44,2.8333333333333335,1204.37,True,494
5297,16777,Australia,2023-02-06,2025-06-10,5,4184.57,4123.47,2.56,836.91,True,855
5298,16778,UAE,2024-11-22,2025-02-14,2,570.93,551.61,3.75,285.47,True,84
5299,16779,UAE,2024-12-06,2024-12-06,1,181.9,162.59,1.7,181.9,False,0
5300,16780,India,2023-01-26,2023-01-26,1,120.75,110.22,2.9,120.75,False,0
5301,16782,Australia,2023-03-18,2025-04-14,3,4039.22,4008.95,2.2666666666666666,1346.41,True,758
5302,16783,India,2023-04-21,2023-04-21,1,961.36,955.36,3.8,961.36,False,0
5303,16784,India,2023-01-05,2025-03-10,2,2475.93,2454.33,2.0,1237.97,True,795
5304,16785,USA,2023-05-31,2023-05-31,1,402.94,396.13,4.6,402.94,False,0
5305,16786,USA,2023-02-14,2024-01-28,2,423.46,385.75,2.4000000000000004,211.73,True,348
5306,16787,UK,2023-04-15,2023-04-15,1,2973.95,2971.32,3.7,2973.95,False,0
5307,16788,India,2023-01-31,2023-12-17,3,2550.43,2536.46,3.2999999999999994,850.14,True,320
5308,16790,Germany,2025-03-17,2025-03-17,1,2940.7,2917.54,3.5,2940.7,False,0
5309,16791,Australia,2023-03-27,2024-05-08,2,3224.27,3211.82,2.45,1612.13,True,408
5310,16793,Australia,2023-06-26,2024-07-23,2,1195.88,1181.99,1.75,597.94,True,393
5311,16794,Australia,2024-12-17,2024-12-17,1,284.55,268.68,4.2,284.55,False,0
5312,16795,Australia,2024-05-03,2024-05-03,1,1828.56,1825.55,4.9,1828.56,False,0
5313,16796,Australia,2023-09-06,2025-01-26,3,2961.08,2921.11,3.5666666666666664,987.03,True,508
5314,16797,USA,2023-04-28,2023-04-28,1,1176.84,1153.69,3.7,1176.84,False,0
5315,16799,India,2023-04-07,2025-02-18,3,2657.1,2637.27,3.4333333333333336,885.7,True,683
5316,16800,Australia,2023-05-15,2023-05-15,1,2552.3,2533.99,2.7,2552.3,False,0
5317,16801,Germany,2023-06-04,2023-06-04,1,633.9,616.17,1.1,633.9,False,0
5318,16802,Germany,2023-10-05,2024-01-02,2,1655.29,1625.78,3.3499999999999996,827.64,True,89
5319,16803,India,2024-04-07,2025-05-14,2,3487.7,3456.12,3.9,1743.85,True,402
5320,16805,Canada,2023-04-09,2023-04-09,1,104.4,91.75,4.0,104.4,False,0
5321,16807,India,2024-02-05,2024-08-14,2,2045.24,2023.98,2.6500000000000004,1022.62,True,191
5322,16808,Canada,2023-12-14,2024-04-14,2,2370.93,2345.57,2.7,1185.47,True,122
5323,16809,Canada,2023-08-17,2023-08-17,1,305.12,280.79,4.5,305.12,False,0
5324,16810,India,2025-03-12,2025-03-12,1,537.54,517.29,3.9,537.54,False,0
5325,16812,Canada,2023-10-12,2023-10-12,1,1371.84,1358.79,5.0,1371.84,False,0
5326,16814,Australia,2023-03-07,2025-05-16,3,4354.55,4314.51,3.5666666666666664,1451.52,True,801
5327,16815,India,2024-10-18,2024-10-18,1,1054.76,1049.93,1.5,1054.76,False,0
5328,16816,USA,2023-08-25,2024-07-28,3,4154.46,4130.39,2.566666666666667,1384.82,True,338
5329,16819,UAE,2025-05-13,2025-05-13,1,441.77,438.11,2.8,441.77,False,0
5330,16820,Germany,2023-01-11,2023-12-07,5,7136.84,7073.04,4.0200000000000005,1427.37,True,330
5331,16822,USA,2023-05-13,2024-04-07,2,1466.58,1458.37,1.9500000000000002,733.29,True,330
5332,16823,Germany,2025-02-26,2025-02-26,1,1380.12,1372.03,2.0,1380.12,False,0
5333,16824,India,2023-11-09,2024-10-17,2,283.37,251.8,3.2,141.68,True,343
5334,16825,UAE,2023-05-30,2025-02-28,3,3017.67,2991.39,4.133333333333333,1005.89,True,640
5335,16827,Australia,2024-03-09,2024-03-09,1,2636.8,2613.29,2.9,2636.8,False,0
5336,16828,UK,2024-08-03,2025-06-07,2,1515.58,1494.9,3.9000000000000004,757.79,True,308
5337,16830,India,2023-07-10,2025-05-18,2,3879.6,3837.11,3.15,1939.8,True,678
5338,16831,Canada,2023-05-06,2025-06-12,4,4365.34,4305.09,3.0,1091.34,True,768
5339,16833,India,2023-06-30,2025-05-16,2,2615.5,2584.72,3.1,1307.75,True,686
5340,16834,Germany,2023-04-11,2023-04-11,1,561.63,555.37,4.6,561.63,False,0
5341,16835,UK,2023-11-11,2023-11-11,1,1165.9,1162.16,1.5,1165.9,False,0
5342,16836,India,2024-06-05,2024-06-05,1,343.16,323.4,3.5,343.16,False,0
5343,16838,UK,2023-07-19,2023-07-19,1,1094.36,1080.58,4.3,1094.36,False,0
5344,16839,USA,2023-03-07,2024-02-03,2,1400.8,1355.37,2.45,700.4,True,333
5345,16841,Canada,2025-01-19,2025-01-19,1,825.58,812.43,2.1,825.58,False,0
5346,16842,Germany,2023-02-17,2024-02-09,2,719.2,690.77,2.65,359.6,True,357
5347,16845,Germany,2023-02-19,2025-03-23,2,1570.45,1541.2,3.5,785.22,True,763
5348,16846,UK,2024-09-13,2025-05-04,3,1354.73,1310.7,3.233333333333334,451.58,True,233
5349,16847,USA,2024-07-28,2024-07-28,1,1891.15,1873.11,4.6,1891.15,False,0
5350,16849,Canada,2024-03-15,2024-11-01,2,470.84,450.35,3.25,235.42,True,231
5351,16850,UAE,2025-01-27,2025-05-30,2,746.71,735.48,2.25,373.36,True,123
5352,16853,Australia,2024-03-11,2024-03-11,1,436.85,417.99,3.4,436.85,False,0
5353,16856,UAE,2024-05-18,2024-05-18,1,451.11,432.56,1.1,451.11,False,0
5354,16857,Germany,2024-02-04,2025-02-13,3,1809.49,1791.33,4.366666666666666,603.16,True,375
5355,16858,UAE,2023-04-03,2024-08-28,2,1523.96,1507.94,3.4,761.98,True,513
5356,16859,Australia,2023-09-23,2023-10-20,2,2020.06,1988.61,2.25,1010.03,True,27
5357,16860,Canada,2025-01-21,2025-01-28,2,1560.28,1514.27,3.15,780.14,True,7
5358,16861,India,2024-05-17,2025-05-07,3,3632.34,3601.73,3.1333333333333333,1210.78,True,355
5359,16862,Canada,2023-02-12,2023-02-12,1,908.82,890.31,4.3,908.82,False,0
5360,16863,Canada,2024-01-20,2024-01-20,1,1114.46,1096.9,4.2,1114.46,False,0
5361,16864,Australia,2024-10-19,2024-10-21,2,782.57,742.52,3.95,391.28,True,2
5362,16866,UAE,2023-01-04,2023-01-04,1,1299.24,1286.18,2.8,1299.24,False,0
5363,16867,UAE,2023-09-28,2024-02-17,3,1722.46,1671.76,1.6666666666666667,574.15,True,142
5364,16868,UAE,2023-06-25,2025-03-24,2,1574.32,1547.28,1.75,787.16,True,638
5365,16869,UK,2024-07-06,2024-07-06,1,1062.15,1055.48,1.7,1062.15,False,0
5366,16870,USA,2024-07-14,2024-07-14,1,7.46,-6.16,1.6,7.46,False,0
5367,16871,Germany,2024-10-23,2024-10-23,1,939.66,927.8,2.2,939.66,False,0
5368,16873,UAE,2024-05-05,2024-05-05,1,1273.56,1265.73,3.9,1273.56,False,0
5369,16874,Canada,2023-01-12,2024-10-08,4,4553.36,4503.29,2.6,1138.34,True,635
5370,16875,USA,2024-11-26,2024-11-26,1,806.64,794.87,2.9,806.64,False,0
5371,16876,USA,2023-01-30,2024-04-24,4,2978.18,2954.78,3.05,744.54,True,450
5372,16877,UAE,2025-02-11,2025-02-11,1,373.92,351.17,1.2,373.92,False,0
5373,16878,India,2023-07-20,2024-09-17,3,1536.25,1507.86,2.433333333333333,512.08,True,425
5374,16879,India,2023-03-31,2025-03-16,4,4045.31,3994.81,2.9,1011.33,True,716
5375,16880,Australia,2023-03-11,2023-03-11,1,2686.0,2682.72,4.3,2686.0,False,0
5376,16881,UK,2023-03-25,2024-04-14,2,1282.48,1253.7,1.75,641.24,True,386
5377,16883,Australia,2024-01-12,2025-01-14,4,1713.53,1649.28,3.375,428.38,True,368
5378,16884,USA,2024-08-24,2024-08-24,1,603.5,581.53,1.3,603.5,False,0
5379,16886,Germany,2023-07-05,2024-05-17,2,2801.59,2763.59,2.3,1400.8,True,317
5380,16887,Canada,2023-09-26,2025-02-24,4,6437.49,6390.77,3.2,1609.37,True,517
5381,16888,Canada,2023-06-03,2023-06-03,1,2415.7,2413.0,1.7,2415.7,False,0
5382,16889,USA,2023-07-10,2025-06-15,3,2596.05,2558.73,3.866666666666667,865.35,True,706
5383,16890,India,2024-10-24,2024-10-24,1,203.66,179.75,4.6,203.66,False,0
5384,16891,India,2023-06-01,2025-01-01,3,2705.27,2649.8,3.466666666666667,901.76,True,580
5385,16892,USA,2023-02-28,2023-12-23,4,1951.78,1879.47,3.7249999999999996,487.94,True,298
5386,16893,Australia,2024-07-08,2024-07-08,1,174.7,166.15,3.5,174.7,False,0
5387,16894,Australia,2023-08-01,2023-08-01,1,651.3,635.6,2.6,651.3,False,0
5388,16896,USA,2024-08-22,2024-12-16,2,1020.9,1010.53,3.3,510.45,True,116
5389,16897,UK,2024-05-26,2025-02-28,2,1916.68,1881.32,3.45,958.34,True,278
5390,16898,Australia,2023-02-06,2025-05-19,4,3619.39,3537.64,2.5,904.85,True,833
5391,16900,Australia,2025-03-21,2025-03-21,1,2326.3,2319.18,3.7,2326.3,False,0
5392,16901,UAE,2024-09-23,2024-12-27,3,4306.45,4261.0,1.4000000000000001,1435.48,True,95
5393,16902,UK,2023-01-14,2023-01-19,2,4468.3,4457.71,2.5,2234.15,True,5
5394,16903,Germany,2023-01-11,2023-01-11,1,1285.05,1277.11,4.7,1285.05,False,0
5395,16904,UK,2024-12-01,2024-12-01,1,184.44,169.68,3.0,184.44,False,0
5396,16905,Australia,2023-03-14,2023-06-05,2,339.53,310.82,2.3,169.76,True,83
5397,16906,Germany,2023-03-19,2024-11-22,3,3603.87,3566.13,3.3666666666666667,1201.29,True,614
5398,16907,UAE,2024-01-04,2024-10-27,2,1858.67,1850.04,3.4499999999999997,929.34,True,297
5399,16908,UK,2023-04-29,2024-08-24,2,2098.18,2074.08,3.75,1049.09,True,483
5400,16909,Germany,2024-02-02,2024-07-06,2,2402.98,2379.98,2.05,1201.49,True,155
5401,16910,UK,2023-01-25,2024-11-22,4,2715.77,2689.68,3.15,678.94,True,667
5402,16911,UK,2023-05-08,2025-01-21,3,2958.18,2905.49,2.3333333333333335,986.06,True,624
5403,16912,Germany,2024-05-06,2024-05-06,1,1629.96,1607.03,4.1,1629.96,False,0
5404,16913,UK,2024-12-18,2024-12-18,1,1322.04,1309.18,3.2,1322.04,False,0
5405,16914,Canada,2024-05-02,2025-04-15,2,2345.58,2320.72,4.5,1172.79,True,348
5406,16915,India,2024-04-08,2024-04-08,1,1719.1,1712.22,4.4,1719.1,False,0
5407,16917,Australia,2023-04-10,2023-04-10,1,1989.42,1973.28,3.9,1989.42,False,0
5408,16918,Australia,2024-09-09,2024-09-09,1,3680.8,3677.98,4.2,3680.8,False,0
5409,16919,Australia,2024-01-23,2024-01-23,1,1074.51,1057.85,3.6,1074.51,False,0
5410,16920,UK,2023-03-07,2024-11-10,2,3654.66,3639.61,3.85,1827.33,True,614
5411,16922,UAE,2024-10-29,2024-10-29,1,1369.88,1345.72,1.8,1369.88,False,0
5412,16923,Germany,2023-04-24,2023-12-11,2,2489.4,2480.77,3.1500000000000004,1244.7,True,231
5413,16925,UK,2023-11-28,2023-11-28,1,555.8,549.87,2.8,555.8,False,0
5414,16926,Canada,2023-01-17,2024-03-24,2,744.63,706.74,2.25,372.32,True,432
5415,16927,USA,2025-06-01,2025-06-01,1,892.0,883.7,3.4,892.0,False,0
5416,16929,UK,2023-07-20,2024-02-15,3,924.67,884.25,2.6666666666666665,308.22,True,210
5417,16930,India,2024-12-05,2024-12-05,1,185.5,174.65,1.7,185.5,False,0
5418,16931,UAE,2023-10-31,2023-10-31,1,193.78,168.98,1.4,193.78,False,0
5419,16934,India,2025-01-12,2025-03-09,2,3066.45,3049.21,2.05,1533.22,True,56
5420,16935,Germany,2024-08-09,2024-08-09,1,2056.88,2048.54,1.0,2056.88,False,0
5421,16937,Germany,2023-03-01,2023-03-01,1,169.36,158.17,2.7,169.36,False,0
5422,16938,Australia,2024-01-11,2024-10-15,2,426.71,397.42,1.7,213.36,True,278
5423,16939,Australia,2024-05-25,2024-05-25,1,175.9,161.79,1.7,175.9,False,0
5424,16941,UK,2024-01-17,2025-06-15,3,4596.0,4570.34,2.2333333333333334,1532.0,True,515
5425,16942,Australia,2023-03-15,2024-10-02,2,3591.7,3559.85,3.5,1795.85,True,567
5426,16943,Germany,2024-03-20,2024-05-01,2,1014.72,996.42,3.9,507.36,True,42
5427,16944,UAE,2023-10-08,2025-05-04,3,2376.36,2322.81,3.3000000000000003,792.12,True,574
5428,16945,Germany,2023-11-25,2023-11-25,1,241.78,221.91,3.8,241.78,False,0
5429,16947,Germany,2023-07-05,2024-11-30,2,2194.65,2168.69,2.1,1097.32,True,514
5430,16948,USA,2024-04-11,2025-04-27,2,2020.65,1982.66,3.0500000000000003,1010.32,True,381
5431,16950,UK,2024-04-03,2024-04-03,1,333.74,324.55,3.4,333.74,False,0
5432,16951,UAE,2023-01-06,2025-05-13,3,4492.76,4461.68,4.066666666666666,1497.59,True,858
5433,16952,USA,2023-03-28,2025-05-23,3,3916.69,3871.97,3.266666666666667,1305.56,True,787
5434,16953,Germany,2023-05-05,2025-06-08,5,4460.19,4374.71,3.62,892.04,True,765
5435,16954,India,2025-01-18,2025-01-18,1,1081.3,1064.06,4.4,1081.3,False,0
5436,16955,India,2023-10-30,2023-10-30,1,308.27,298.32,1.4,308.27,False,0
5437,16957,Germany,2024-04-17,2025-03-23,2,1334.9,1325.87,2.15,667.45,True,340
5438,16958,Australia,2023-01-29,2024-03-12,2,1178.95,1151.27,4.3,589.48,True,408
5439,16960,India,2023-12-25,2024-02-19,2,939.03,921.61,2.9,469.52,True,56
5440,16961,Canada,2024-03-23,2024-08-19,2,711.66,674.23,4.6,355.83,True,149
5441,16962,India,2024-05-20,2025-05-08,4,5820.22,5767.87,2.475,1455.06,True,353
5442,16963,UAE,2023-03-01,2024-06-08,3,3756.35,3703.07,1.5,1252.12,True,465
5443,16964,Canada,2023-10-16,2025-01-26,3,4578.47,4547.67,3.4000000000000004,1526.16,True,468
5444,16966,India,2024-07-14,2024-07-14,1,867.04,846.58,1.4,867.04,False,0
5445,16967,USA,2023-02-18,2023-02-18,1,888.25,869.35,1.1,888.25,False,0
5446,16968,India,2023-02-13,2023-02-13,1,3185.88,3179.62,4.2,3185.88,False,0
5447,16970,Australia,2023-06-12,2023-06-12,1,717.52,704.46,3.7,717.52,False,0
5448,16971,UK,2024-05-16,2024-05-16,1,197.6,180.21,3.1,197.6,False,0
5449,16972,Australia,2025-05-20,2025-05-20,1,136.22,133.09,4.4,136.22,False,0
5450,16973,UK,2024-06-16,2024-07-13,2,3783.21,3765.17,3.4,1891.6,True,27
5451,16975,UAE,2023-11-28,2025-05-23,3,2918.58,2882.16,3.5999999999999996,972.86,True,542
5452,16977,Australia,2023-05-04,2024-05-08,2,294.63,268.26,3.5,147.32,True,370
5453,16978,India,2023-04-01,2024-09-16,3,2776.78,2725.27,3.4,925.59,True,534
5454,16981,UK,2024-05-08,2024-05-08,1,57.97,38.14,3.6,57.97,False,0
5455,16982,UAE,2023-06-19,2025-05-09,2,2698.27,2685.67,2.1,1349.14,True,690
5456,16983,UK,2023-05-22,2024-11-12,3,2166.4,2131.9,3.1999999999999997,722.13,True,540
5457,16984,Canada,2023-02-02,2023-05-26,2,2781.68,2759.04,4.3,1390.84,True,113
5458,16986,UK,2024-08-07,2024-08-07,1,1750.95,1726.86,4.5,1750.95,False,0
5459,16987,India,2024-04-05,2024-09-10,2,158.43,127.93,4.0,79.22,True,158
5460,16988,Australia,2023-06-01,2025-06-07,3,2006.85,1982.45,2.9333333333333336,668.95,True,737
5461,16989,Australia,2023-07-25,2024-09-12,2,2448.0,2420.22,4.5,1224.0,True,415
5462,16990,UAE,2023-06-14,2025-03-08,4,7517.01,7458.68,3.05,1879.25,True,633
5463,16991,India,2023-10-12,2023-10-12,1,3517.85,3515.49,3.1,3517.85,False,0
5464,16992,Canada,2023-02-22,2023-02-22,1,676.65,668.09,3.3,676.65,False,0
5465,16993,USA,2023-07-02,2025-05-18,3,1899.76,1847.19,2.533333333333333,633.25,True,686
5466,16994,Canada,2023-08-30,2025-06-04,3,3401.34,3380.7,3.1333333333333333,1133.78,True,644
